NAME,TYPE,GROUP,LAT,LONG,THUMBNAIL,NOTES,NOTES_NEW,x,y
Livock,Closed Atoll,"Spratly Islands, So. China Sea",10.1912,115.2971,http://dpanther2.fiu.edu/worldAtolls/88. Sanjiao.jpg,"aka Sanjiao. Platform 12.2 km2 rimmed by coral/algae esp. at NW. Lagoon 6.1 km2 with submerged apron, 2.6 km2 >20m deep, 2 pinnacles. Ref: Allen Coral Atlas 05/21.","aka Sanjiao. Platform 12.2 km2 rimmed by coral/algae esp. at NW. Lagoon 6.1 km2 with submerged apron, 2.6 km2 >20m deep, 2 pinnacles. Ref: Allen Coral Atlas 05/21.",12834814.461941155,1140509.007167544
Majuro,Atoll,Marshall Islands,7.1137,171.1993,http://dpanther2.fiu.edu/worldAtolls/302. Majuro.jpg,"Platform 344 km2, ~6 km of north rim submerged. Lagoon 307 km2, Dmax 64m. Ref: Yamano et al. 2002.","Platform 344 km2, ~6 km of north rim submerged. Lagoon 307 km2, Dmax 64m. Ref: Yamano et al. 2002.",19057818.900164895,793935.854549108
Discovery Great,Atoll Reef,"Spratly Islands, So. China Sea",10.0565,113.853,http://dpanther2.fiu.edu/worldAtolls/89. Daxian.jpg,"aka Daxian. Distinct spindle-shaped atoll reef with N-S orientation. Platform 14.5 km2, coral algae on W side. Lagoon 4.8 km2, shallow (<10m), with 3 deeper pockets, all mainly sand bottom. Artificial channel to south lagoon. Ref: Allen Coral Atlas 05/21","aka Daxian. Distinct spindle-shaped atoll reef with N-S orientation. Platform 14.5 km2, coral algae on W side. Lagoon 4.8 km2, shallow (<10m), with 3 deeper pockets, all mainly sand bottom. Artificial channel to south lagoon. Ref: Allen Coral Atlas 05/21",12674057.985286584,1125277.108895819
Arno,Atoll,Marshall Islands,7.0611,171.6631,http://dpanther2.fiu.edu/worldAtolls/303. Arno.jpg,Bonnet-shaped platform 437 km2. Main lagoon 341 km2 with multiple passes at east rim. Secondary lagoons (N= 4.4 km2; E= 3.35 km2) closed off by coral reef growth.  Dmax 62m.  Refs: Allen Coral Atlas 06/21; P10; W4.,Bonnet-shaped platform 437 km2. Main lagoon 341 km2 with multiple passes at east rim. Secondary lagoons (N= 4.4 km2; E= 3.35 km2) closed off by coral reef growth.  Dmax 62m.  Refs: Allen Coral Atlas 06/21; P10; W4.,19109448.879994813,788035.3640355562
Mischief,Atoll Reef,"Spratly Islands, So. China Sea",9.9017,115.5362,http://dpanther2.fiu.edu/worldAtolls/90. Meiji.jpg,"aka Meiji. Mischief Reef. Platform 46 km2, rimmed with coral/algae. Was submerged 0-3m, now heavily modified at N & W by construction. Two passes at SW.  Lagoon ~32 km2, plateaus and back reef slope at E. Dmax 30m. Refs: Allen Coral Atlas 05/21; Z1.","aka Meiji. Mischief Reef. Platform 46 km2, rimmed with coral/algae. Was submerged 0-3m, now heavily modified at N & W by construction. Two passes at SW.  Lagoon ~32 km2, plateaus and back reef slope at E. Dmax 30m. Refs: Allen Coral Atlas 05/21; Z1.",12861430.952189814,1107780.1349580379
Mili,Atoll,Marshall Islands,6.1312,171.9422,http://dpanther2.fiu.edu/worldAtolls/304. Mili.jpg,"Platform 899 km2. Lagoon 790 km2 with few pinnacles; Dmax 71m. Appendage-like Narikrik Atoll with its 2.26 km2 lagoon attached at southeast by 6m-deep, 3.6 km-long submarine ridge. Refs: Allen Coral Atlas 06/21; P10; W4.","Platform 899 km2. Lagoon 790 km2 with few pinnacles; Dmax 71m. Appendage-like Narikrik Atoll with its 2.26 km2 lagoon attached at southeast by 6m-deep, 3.6 km-long submarine ridge. Refs: Allen Coral Atlas 06/21; P10; W4.",19140518.14987521,683828.4036524713
Union,Atoll Reef,"Spratly Islands, So. China Sea",9.8673,114.4714,http://dpanther2.fiu.edu/worldAtolls/91. Quyuantan.jpg,"aka Quyuantan. Platform 461 km2, rim defined by separate islands, with coral/algae exteriors, rock/rubble interiors incl. V-shaped Whitsun Reef & Johnson and Hughes reefs partly dredged & filled. Lagoon ~342, Dmax 53m. Refs: Allen Coral Atlas 05/21; P10.","aka Quyuantan. Platform 461 km2, rim defined by separate islands, with coral/algae exteriors, rock/rubble interiors incl. V-shaped Whitsun Reef & Johnson and Hughes reefs partly dredged & filled. Lagoon ~342, Dmax 53m. Refs: Allen Coral Atlas 05/21; P10.",12742897.958393138,1103893.0436585315
Butaritari,Atoll,Gilbert Islands,3.152,172.8311,http://dpanther2.fiu.edu/worldAtolls/305. Butaritari.jpg,"Platform 446 km2 with 3 passes at west. Lagoon 305 km2, Dmax 38m. Most extensive mangrove development in Kiribati (est. 166 ha). Ref: Allen Coral Atlas 06/21; T1; P10.","Platform 446 km2 with 3 passes at west. Lagoon 305 km2, Dmax 38m. Most extensive mangrove development in Kiribati (est. 166 ha). Ref: Allen Coral Atlas 06/21; T1; P10.",19239470.045241356,351056.1527256268
Marakei,"Closed Atoll, Altered Salinity/Oxygen",Gilbert Islands,2.0014,173.2765,http://dpanther2.fiu.edu/worldAtolls/306. Marakei.jpg,"Platform 42.9 km with partially blocked hoa east & west, apparently limiting exchange. Lagoon 19.8 km with pinnacles (?) in center. Ref: Allen Coral List 06/21 (no bio/geo coverage).","Platform 42.9 km with partially blocked hoa east & west, apparently limiting exchange. Lagoon 19.8 km with pinnacles (?) in center. Ref: Allen Coral List 06/21 (no bio/geo coverage).",19289051.746440675,222840.1508550314
2nd Thomas,Atoll Reef,"Spratly Islands, So. China Sea",9.7504,115.8649,http://dpanther2.fiu.edu/worldAtolls/92. Renai.jpg,"aka Renai. Platform 72 km2, rimmed with coral/algae. Lagoon 35.9 km2 with patch reef/pinnacles throughout, but esp. concentrated in the north. Ref: Allen Coral Atlas but no satellite coverage 6/21; Dmax 27m by P10.","aka Renai. Platform 72 km2, rimmed with coral/algae. Lagoon 35.9 km2 with patch reef/pinnacles throughout, but esp. concentrated in the north. Ref: Allen Coral Atlas but no satellite coverage 6/21; Dmax 27m by P10.",12898021.668813566,1090686.737675063
Sabina,Atoll Reef,"Spratly Islands, So. China Sea",9.7475,116.4905,http://dpanther2.fiu.edu/worldAtolls/93. Xianbin.jpg,aka Xianbin. Platform composed of coral-rimmed islands 98 km2 with multiple passes. Main lagoon 55.4 >20m deep; secondary lagoon at SE crowded by islands. Refs: Allen Coral Atlas 06/21; Dmax 40m by P10;  29m by NGA chart 93046.,aka Xianbin. Platform composed of coral-rimmed islands 98 km2 with multiple passes. Main lagoon 55.4 >20m deep; secondary lagoon at SE crowded by islands. Refs: Allen Coral Atlas 06/21; Dmax 40m by P10;  29m by NGA chart 93046.,12967663.142253848,1090359.1809583688
Abiang,Atoll,Gilbert Islands,1.8569,172.9472,http://dpanther2.fiu.edu/worldAtolls/307. Abiang.jpg,"Platform 313 km2, multiple passes at west. Lagoon ~278 km2, Dmax 27m. Refs: Allen Coral Atlas 06/21; P10.","Platform 313 km2, multiple passes at west. Lagoon ~278 km2, Dmax 27m. Refs: Allen Coral Atlas 06/21; P10.",19252394.238122452,206745.35793101558
Fiery Cross,Atoll Reef,"Spratly Islands, So. China Sea",9.6118,112.971,http://dpanther2.fiu.edu/worldAtolls/94. Yongshu.jpg,"aka Yongshu. Shown during early stages of modification (left) and as it appeared by 2015 (right). Lagoon (original) 105 km2, Dmax 39m. Ref: P10.","aka Yongshu. Shown during early stages of modification (left) and as it appeared by 2015 (right). Lagoon (original) 105 km2, Dmax 39m. Ref: P10.",12575874.194406921,1075034.9551505814
Tarawa,Atoll,Gilbert Islands,1.4387,172.9878,http://dpanther2.fiu.edu/worldAtolls/308. Tarawa.jpg,"Platform 421 km2, west rim submerged. Lagoon ~349 km2, sandy with diverse mollusk population esp. in extensive seagrass beds at SE, enhanced by  equatorial upwelling. Dmax 25m. Refs: Allen Coral Atlas 06/21 (no bio/geo coverage); P4; P10.","Platform 421 km2, west rim submerged. Lagoon ~349 km2, sandy with diverse mollusk population esp. in extensive seagrass beds at SE, enhanced by  equatorial upwelling. Dmax 25m. Refs: Allen Coral Atlas 06/21 (no bio/geo coverage); P4; P10.",19256913.809448663,160172.18410846588
Boxall,Atoll Reef,"Spratly Islands, So. China Sea",9.6001,116.1664,http://dpanther2.fiu.edu/worldAtolls/95. Niuchelun.jpg,"aka Niuchelun. Platform 1.7 km2, coral/algae rim (except east side). Lagoon ~1 km2, primarily shallow rubble; sand at deeper central area. Dmax 5m. Refs: Allen Coral Atlas without satellite view 6/21; P10 depth only.","aka Niuchelun. Platform 1.7 km2, coral/algae rim (except east side). Lagoon ~1 km2, primarily shallow rubble; sand at deeper central area. Dmax 5m. Refs: Allen Coral Atlas without satellite view 6/21; P10 depth only.",12931584.495287742,1073713.995552671
Maiana,Atoll,Gilbert Islands,0.9321,173.0036,http://dpanther2.fiu.edu/worldAtolls/309. Maiana.jpg,"Platform 223.9 km2 incl. 25% of rim submerged at W & SW (cf., ref. P10). Lagoon 81.68 km2 Dmax 16m. Refs: Allen Coral Atlas 06/21; P10 (depth only).","Platform 223.9 km2 incl. 25% of rim submerged at W & SW (cf., ref. P10). Lagoon 81.68 km2 Dmax 16m. Refs: Allen Coral Atlas 06/21; P10 (depth only).",19258672.657403197,103765.47447426201
Bombay Shoal,Atoll Reef,"Spratly Islands, So. China Sea",9.4572,116.9274,http://dpanther2.fiu.edu/worldAtolls/96. Pengbuo.jpg,"aka Pengbuo. Platform 3.1 km2, rimmed by coral/algae. Lagoon 1.4 km2 rimmed by coral/algae, sand & microalgae at NW/NE. Dmax 33m. Refs: Allen Coral Atlas without satellite image 6/21; P10 depth only.","aka Pengbuo. Platform 3.1 km2, rimmed by coral/algae. Lagoon 1.4 km2 rimmed by coral/algae, sand & microalgae at NW/NE. Dmax 33m. Refs: Allen Coral Atlas without satellite image 6/21; P10 depth only.",13016298.62778142,1057583.888036554
Abemama,Atoll,Gilbert Islands,0.3927,173.8657,http://dpanther2.fiu.edu/worldAtolls/310. Abemama.jpg,"Platform 292 km2, passes at W & NW. Lagoon 165 km2, Dmax 22 m. Refs: Allen Coral Atlas 06/21; P10.","Platform 292 km2, passes at W & NW. Lagoon 165 km2, Dmax 22 m. Refs: Allen Coral Atlas 06/21; P10.",19354641.19041607,43715.506299532186
Alicia Annie,Closed Atoll,"Spratly Islands, So. China Sea",9.3757,115.4444,http://dpanther2.fiu.edu/worldAtolls/97. Xiane.jpg,"aka Xiane. Platform 26 km2, with coral/algal rim. Lagoon 15.5 km2 with narrow apron, Dmax 20m. Refs: Allen Coral Atlas 05/21; P10.","aka Xiane. Platform 26 km2, with coral/algal rim. Lagoon 15.5 km2 with narrow apron, Dmax 20m. Refs: Allen Coral Atlas 05/21; P10.",12851211.822935002,1048387.428544046
Aranuka,Atoll,Gilbert Islands,0.1659,173.6088,http://dpanther2.fiu.edu/worldAtolls/311. Aranuka.jpg,"Platform 84.7 km2 (incl. submerged area at NW), lagoon 17.9 km2, 42 km2 with apron, all <18m deep. Refs: Allen Coral Atlas 06/21; W2.","Platform 84.7 km2 (incl. submerged area at NW), lagoon 17.9 km2, 42 km2 with apron, all <18m deep. Refs: Allen Coral Atlas 06/21; W2.",19326043.21323128,18467.929328254388
1st Thomas,Closed Atoll,"Spratly Islands, So. China Sea",9.33,115.93,http://dpanther2.fiu.edu/worldAtolls/98. Xinye.jpg,"aka Xinyi. Platform 14.3 km2, rimmed with coral/algae. Lagoon 2.9 km2, mostly shallow & sandy, microalgae at N, deeper area at center. Dmax 12m. Refs: Allen Atlas (without satellite view) 06/21; P10 (depth only).","aka Xinyi. Platform 14.3 km2, rimmed with coral/algae. Lagoon 2.9 km2, mostly shallow & sandy, microalgae at N, deeper area at center. Dmax 12m. Refs: Allen Atlas (without satellite view) 06/21; P10 (depth only).",12905268.567664212,1043231.5871137643
Nonouti,Atoll,Gilbert Islands,-0.6534,174.3477,http://dpanther2.fiu.edu/worldAtolls/312. Nonuti.jpg,"Platform 668 km2, SW rim submerged along with possible slump area. Lagoon ~450 km2, Dmax 20m. Ref: P10.","Platform 668 km2, SW rim submerged along with possible slump area. Lagoon ~450 km2, Dmax 20m. Ref: P10.",19408297.184978426,-72737.73190132742
NE Investigator,Atoll Reef,"Spratly Islands, So. China Sea",9.1762,116.4609,http://dpanther2.fiu.edu/worldAtolls/99. Haikou.jpg,"aka Haikou. Platform 3.4 km2 rimmed by coral/algae & on reef flat, E & W. Lagoon 1.57 km2 with seagrass at east margin & 7 coral/sand pinnacles. Dmax 20m. Continental slope atoll. Refs: W1; P10 (depth only). Allen Atlas coverage but no satellite imagery.","aka Haikou. Platform 3.4 km2 rimmed by coral/algae & on reef flat, E & W. Lagoon 1.57 km2 with seagrass at east margin & 7 coral/sand pinnacles. Dmax 20m. Continental slope atoll. Refs: W1; P10 (depth only). Allen Atlas coverage but no satellite imagery.",12964368.085326357,1025884.9234720898
Beru,Atoll,Gilbert Islands,-1.3215,175.9784,http://dpanther2.fiu.edu/worldAtolls/313. Beru.jpg,"Platform 51.3 km2; lagoon 8.2 km2, mostly shallow and sandy. Ref: Allen Coral Atlas 05/21.","Platform 51.3 km2; lagoon 8.2 km2, mostly shallow and sandy. Ref: Allen Coral Atlas 05/21.",19589825.87861502,-147121.75177927647
Nikunau,"Closed Atoll, Altered Salinity/Oxygen",Gilbert Islands,-1.3475,176.4512,http://dpanther2.fiu.edu/worldAtolls/314. Nikunau.jpg,"Platform 17.6 km2 incl an isthmus 150m wide joining the two larger halves. Multiple landlocked, hypersaline remnant lagoons constitute ~30 ha. Considered a filled bucket. Refs: Allen Coral Atlas 05/21; Adjeroud et al. 2000.","Platform 17.6 km2 incl an isthmus 150m wide joining the two larger halves. Multiple landlocked, hypersaline remnant lagoons constitute ~30 ha. Considered a filled bucket. Refs: Allen Coral Atlas 05/21; Adjeroud et al. 2000.",19642457.733862083,-150016.8438087794
Royal Captain,Atoll Reef,"Spratly Islands, So. China Sea",9.0448,116.6648,http://dpanther2.fiu.edu/worldAtolls/100. Jianzhang.jpg,"aka Jianzhang. Platform 9.0 km2 rimmed by coral/algae. Lagoon 5.15 km2, ribbon reefs at NW, 9 coral pinnacles and coral along rock/sand spit at SE. Dmax 30m. Ref: P10 depth only; Allen Atlas coverage extant, but without satellite imagery 07/21.","aka Jianzhang. Platform 9.0 km2 rimmed by coral/algae. Lagoon 5.15 km2, ribbon reefs at NW, 9 coral pinnacles and coral along rock/sand spit at SE. Dmax 30m. Ref: P10 depth only; Allen Atlas coverage extant, but without satellite imagery 07/21.",12987066.129499104,1011070.6541325907
Tabituea,Atoll,Gilbert Islands,-1.4089,174.8694,http://dpanther2.fiu.edu/worldAtolls/315. Tabituea.jpg,"Platform 648 km2, western rim submerged; lagoon ~430 km2. Ref: Allen Coral Atlas 06/21 (no bio/geo coverage); P10 (lagoon shallow, but reports depth as zero).","Platform 648 km2, western rim submerged; lagoon ~430 km2. Ref: Allen Coral Atlas 06/21 (no bio/geo coverage); P10 (lagoon shallow, but reports depth as zero).",19466372.56332528,-156853.838721809
Pearson,Closed Atoll,"Spratly Islands, So. China Sea",8.9538,113.6741,http://dpanther2.fiu.edu/worldAtolls/101. Bisheng.jpg,"aka Bisheng. Platform 14.5 km2, rimmed by coral/algae. Lagoon 5.0 km2 incl. submerged sand apron; 2.8 km2 ~10-20m deep. Dmax 27m. Refs: Allen Coral Atlas 05/21; P10 for depth (lists platform as 21 km2).","aka Bisheng. Platform 14.5 km2, rimmed by coral/algae. Lagoon 5.0 km2 incl. submerged sand apron; 2.8 km2 ~10-20m deep. Dmax 27m. Refs: Allen Coral Atlas 05/21; P10 for depth (lists platform as 21 km2).",12654142.928383667,1000814.3265414296
London Central,Atoll,"Spratly Islands, So. China Sea",8.9301,112.4397,http://dpanther2.fiu.edu/worldAtolls/102. Yinqing.jpg,"aka Yinging Central. Platform 2 km2. Coral/algae strongly represented at rim and lagoon flats.  Shoal area 1.45 km2, no clear lagoon. Rock, rubble at SW and seagrass, sand at NE . Ref: Allen Coral Atlas 06/21.","aka Yinging Central. Platform 2 km2. Coral/algae strongly represented at rim and lagoon flats.  Shoal area 1.45 km2, no clear lagoon. Rock, rubble at SW and seagrass, sand at NE . Ref: Allen Coral Atlas 06/21.",12516730.148948444,998143.5953978242
Onotoa,Atoll,Gilbert Islands,-1.8776,175.5596,http://dpanther2.fiu.edu/worldAtolls/316. Onotoa.jpg,"Platform 110 km2, lagoon 68.4 km2, Dmax 15 m. Refs: Allen Coral Atlas 06/21; (no bio/geo coverage); P10.","Platform 110 km2, lagoon 68.4 km2, Dmax 15 m. Refs: Allen Coral Atlas 06/21; (no bio/geo coverage); P10.",19543205.275870796,-209050.89563424917
Nanumea,Closed Atoll,Tuvalu (Ellis Islands),-5.6612,176.1035,http://dpanther2.fiu.edu/worldAtolls/317. Nanumea.jpg,"Platform 22.6 km; 2 lagoons 3.6 km2. Artificial channel at SW center of rim 450m long,18m wide, 2m deep. Refs: Allen Coral Atlas 06/21 [no bio/geo view]; M1.","Platform 22.6 km; 2 lagoons 3.6 km2. Artificial channel at SW center of rim 450m long,18m wide, 2m deep. Refs: Allen Coral Atlas 06/21 [no bio/geo view]; M1.",19603751.946913257,-631229.8273528484
Half Moon,Atoll Reef,"Spratly Islands, So. China Sea",8.9018,116.2738,http://dpanther2.fiu.edu/worldAtolls/103. Banyue.jpg,"aka Banyue. Platform 20 km2 (15.6 km2 by Allen Atlas) with coral/algal rim. Channel 100m wide at SE. Lagoon 9.0 km2 with narrow sand apron, almost entirely >20m deep with a few scattered reef patches. Dmax 32m. Refs: Allen Coral Atlas 06/21; P10.","aka Banyue. Platform 20 km2 (15.6 km2 by Allen Atlas) with coral/algal rim. Channel 100m wide at SE. Lagoon 9.0 km2 with narrow sand apron, almost entirely >20m deep with a few scattered reef patches. Dmax 32m. Refs: Allen Coral Atlas 06/21; P10.",12943540.208598938,994954.7218478185
London West,Atoll Reef,"Spratly Islands, So. China Sea",8.8581,112.2239,http://dpanther2.fiu.edu/worldAtolls/104. Yinqing West.jpg,"aka Yinging West. Platform 41.2 km2, rim and lagoon flats rich in coral/algae. Sandy back reef slope with microalgae grading into lagoon ~20 km2. Deeper lagoon >20 m, ~13 km2. Ref: Allen Coral Atlas 06/21.","aka Yinging West. Platform 41.2 km2, rim and lagoon flats rich in coral/algae. Sandy back reef slope with microalgae grading into lagoon ~20 km2. Deeper lagoon >20 m, ~13 km2. Ref: Allen Coral Atlas 06/21.",12492707.402835261,990031.0445061072
Niutao,Remnant Lagoon,Tuvalu (Ellis Islands),-6.1087,177.3418,http://dpanther2.fiu.edu/worldAtolls/318. Niutao.jpg,"Platform 2.96 km2; remnant 7 ha lagoon, reported as brackish; considered a filled bucket. Mangroves well established on reef islands. Refs: Allen Coral Atlas 06/21 (no bio/geo coverage). A1; W3; W7.","Platform 2.96 km2; remnant 7 ha lagoon, reported as brackish; considered a filled bucket. Mangroves well established on reef islands. Refs: Allen Coral Atlas 06/21 (no bio/geo coverage). A1; W3; W7.",19741598.872362565,-681309.3587626833
East London,Atoll Reef,"Spratly Islands, So. China Sea",8.8222,112.5966,http://dpanther2.fiu.edu/worldAtolls/105. Yinging East.jpg,"aka Yinging. Platform 42 km2 rimmed by coral/algae. Two channels at W. Lagoon flats coral/algae esp. at N. Lagoon 23.0 km2, sand/micro algae at north shoal areas. Deeper central lagoon >20m with numerous coral pinnacles. Ref: Allen Coral Atlas 06/21.","aka Yinging. Platform 42 km2 rimmed by coral/algae. Two channels at W. Lagoon flats coral/algae esp. at N. Lagoon 23.0 km2, sand/micro algae at north shoal areas. Deeper central lagoon >20m with numerous coral pinnacles. Ref: Allen Coral Atlas 06/21.",12534196.177053917,985986.6308616546
Nanumanga,Remnant Lagoon,Tuvalu (Ellis Islands),-6.2885,176.3202,http://dpanther2.fiu.edu/worldAtolls/319. Nanumanga.jpg,Platform 3.9 km2 by Allen Coral Atlas; 124 ha remnant lagoon reported as brackish; mangroves well established on reef islands. Refs: Wester et al. 1992; Woodroffe 1987.,Platform 3.9 km2 by Allen Coral Atlas; 124 ha remnant lagoon reported as brackish; mangroves well established on reef islands. Refs: Wester et al. 1992; Woodroffe 1987.,19627874.88056817,-701442.3168878176
Pigeon,Closed Atoll,"Spratly Islands, So. China Sea",8.8569,114.656,http://dpanther2.fiu.edu/worldAtolls/106. Tianlan.jpg,"aka Tianlan. Platform 15.4 km2 rimmed by coral/algae, esp. at N &W. Reef flat at N & NW with microalgal mats and seagrass. Lagoon 8.6 km2, mostly ~10-20m deep. Ref: Allen Coral Atlas (with no satellite imagery) & Google Earth 06/21.","aka Tianlan. Platform 15.4 km2 rimmed by coral/algae, esp. at N &W. Reef flat at N & NW with microalgal mats and seagrass. Lagoon 8.6 km2, mostly ~10-20m deep. Ref: Allen Coral Atlas (with no satellite imagery) & Google Earth 06/21.",12763447.536393581,989895.848821101
